scientific,common,order,family,birdnet_label,birdnet_how
Alticola barakshin,Gobi Altai Mountain Vole,Rodentia,Cricetidae,,none
Alticola kohistanicus,Kohistan Mountain Vole,Rodentia,Cricetidae,,none
Alticola lemminus,Lemming Mountain Vole,Rodentia,Cricetidae,,none
Alticola macrotis,Large-eared Vole,Rodentia,Cricetidae,,none
Alticola montosus,Kashmir Mountain Vole,Rodentia,Cricetidae,,none
Alticola olchonensis,Lake Baikal Mountain Vole,Rodentia,Cricetidae,,none
Alticola parvidens,Hindu Kush Mountain Vole,Rodentia,Cricetidae,,none
Alticola roylei,Royle's Mountain Vole,Rodentia,Cricetidae,,none
Alticola semicanus,Mongolian Mountain Vole,Rodentia,Cricetidae,,none
Alticola stoliczkanus,Stoliczka's Mountain Vole,Rodentia,Cricetidae,,none
Alticola strelzovi,Strelzov's Mountain Vole,Rodentia,Cricetidae,,none
Alticola tuvinicus,Tuva Mountain Vole,Rodentia,Cricetidae,,none
Alticola yarlungius,Yarlung Zangbo Mountain Vole,Rodentia,Cricetidae,,none
Clethrionomys californicus,Western Red-backed Vole,Rodentia,Cricetidae,,none
Clethrionomys centralis,Tian Shan Red-backed Vole,Rodentia,Cricetidae,,none
Clethrionomys gapperi,Southern Red-backed Vole,Rodentia,Cricetidae,Clethrionomys gapperi_Southern Red-backed Vole,exact
Clethrionomys glareolus,Bank Vole,Rodentia,Cricetidae,Clethrionomys glareolus_Bank Vole,exact
Clethrionomys rutilus,Northern Red-backed Vole,Rodentia,Cricetidae,,none
Craseomys andersoni,Anderson's Red-backed Vole,Rodentia,Cricetidae,,none
Craseomys regulus,Korean Red-backed Vole,Rodentia,Cricetidae,,none
Craseomys rex,Hokkaido Red-backed Vole,Rodentia,Cricetidae,,none
Craseomys rufocanus,Gray Red-backed Vole,Rodentia,Cricetidae,,none
Craseomys smithii,Smith's Red-backed Vole,Rodentia,Cricetidae,,none
Anteliomys chinensis,Sichuan Red-backed Vole,Rodentia,Cricetidae,,none
Anteliomys custos,Southwest China Red-backed Vole,Rodentia,Cricetidae,,none
Anteliomys hintoni,Hinton's Red-backed Vole,Rodentia,Cricetidae,,none
Anteliomys olitor,Black-eared Red-backed Vole,Rodentia,Cricetidae,,none
Anteliomys proditor,Yulongxuen Red-backed Vole,Rodentia,Cricetidae,,none
Anteliomys tarquinius,Tarquinius Red-backed Vole,Rodentia,Cricetidae,,none
Anteliomys wardi,Ward's Red-backed Vole,Rodentia,Cricetidae,,none
Caryomys eva,Gansu Red-backed Vole,Rodentia,Cricetidae,,none
Caryomys inez,Kolan Red-backed Vole,Rodentia,Cricetidae,,none
Eothenomys colurnus,Zhejiang Red-backed Vole,Rodentia,Cricetidae,,none
Eothenomys eleusis,Yunnan Red-backed Vole,Rodentia,Cricetidae,,none
Eothenomys melanogaster,Pere David's Red-backed Vole,Rodentia,Cricetidae,,none
Dicrostonyx groenlandicus,Nearctic Collared Lemming,Rodentia,Cricetidae,Dicrostonyx groenlandicus_Northern Collared Lemming,exact
Dicrostonyx hudsonius,Ungava Collared Lemming,Rodentia,Cricetidae,,none
Dicrostonyx nelsoni,Nelson's Collared Lemming,Rodentia,Cricetidae,,none
Dicrostonyx nunatakensis,Ogilvie Mountains Collared Lemming,Rodentia,Cricetidae,,none
Dicrostonyx richardsoni,Richardson's Collared Lemming,Rodentia,Cricetidae,,none
Dicrostonyx torquatus,Palearctic Collared Lemming,Rodentia,Cricetidae,,none
Dicrostonyx unalascensis,Unalaska Collared Lemming,Rodentia,Cricetidae,,none
Bramus fuscocapillus,Southern Mole Vole,Rodentia,Cricetidae,,none
Bramus lutescens,Transcaucasian Mole Vole,Rodentia,Cricetidae,,none
Ellobius talpinus,Northern Mole Vole,Rodentia,Cricetidae,,none
Ellobius tancrei,Eastern Mole Vole,Rodentia,Cricetidae,,none
Eolagurus luteus,Yellow Steppe Lemming,Rodentia,Cricetidae,,none
Eolagurus przewalskii,Przewalski's Steppe Lemming,Rodentia,Cricetidae,,none
Lagurus lagurus,Steppe Vole,Rodentia,Cricetidae,,none
Lemmus amurensis,Amur Brown Lemming,Rodentia,Cricetidae,,none
Lemmus lemmus,Norway Brown Lemming,Rodentia,Cricetidae,,none
Lemmus nigripes,Beringian Brown Lemming,Rodentia,Cricetidae,,none
Lemmus novosibiricus,East Siberian Brown Lemming,Rodentia,Cricetidae,,none
Lemmus sibiricus,West Siberian Brown Lemming,Rodentia,Cricetidae,,none
Lemmus trimucronatus,Nearctic Brown Lemming,Rodentia,Cricetidae,,none
Mictomys borealis,Northern Bog Lemming,Rodentia,Cricetidae,,none
Myopus schisticolor,Wood Lemming,Rodentia,Cricetidae,,none
Synaptomys cooperi,Southern Bog Lemming,Rodentia,Cricetidae,,none
Neofiber alleni,Round-tailed Muskrat,Rodentia,Cricetidae,,none
Ondatra zibethicus,Common Muskrat,Rodentia,Cricetidae,Ondatra zibethicus_Muskrat,exact
Dinaromys bogdanovi,Martino's Dinaric Vole,Rodentia,Cricetidae,,none
Dinaromys longipedis,Western Dinaric Vole,Rodentia,Cricetidae,,none
Arborimus albipes,White-footed Vole,Rodentia,Cricetidae,,none
Arborimus longicaudus,Red Tree Vole,Rodentia,Cricetidae,,none
Arborimus pomo,Sonoma Tree Vole,Rodentia,Cricetidae,,none
Phenacomys intermedius,Western Heather Vole,Rodentia,Cricetidae,,none
Phenacomys ungava,Eastern Heather Vole,Rodentia,Cricetidae,,none
Prometheomys schaposchnikowi,Long-clawed Mole Vole,Rodentia,Cricetidae,,none
Cansumys canus,Gansu Hamster,Rodentia,Cricetidae,,none
Allocricetulus curtatus,Mongolian Hamster,Rodentia,Cricetidae,,none
Allocricetulus eversmanni,Eversmann's Hamster,Rodentia,Cricetidae,,none
Cricetulus barabensis,Striped Lesser Hamster,Rodentia,Cricetidae,,none
Cricetulus longicaudatus,Long-tailed Lesser Hamster,Rodentia,Cricetidae,,none
Cricetulus sokolovi,Sokolov's Lesser Hamster,Rodentia,Cricetidae,,none
Cricetus cricetus,Common Hamster,Rodentia,Cricetidae,Cricetus cricetus_Eurasian Hamster,exact
Nothocricetulus migratorius,Gray Hamster,Rodentia,Cricetidae,,none
Tscherskia collina,Tsinling Rat-like Hamster,Rodentia,Cricetidae,,none
Tscherskia triton,Common Rat-like Hamster,Rodentia,Cricetidae,,none
Mesocricetus auratus,Syrian Golden Hamster,Rodentia,Cricetidae,,none
Mesocricetus brandti,Brandt's Golden Hamster,Rodentia,Cricetidae,,none
Mesocricetus newtoni,Romanian Golden Hamster,Rodentia,Cricetidae,,none
Mesocricetus raddei,Radde's Golden Hamster,Rodentia,Cricetidae,,none
Cricetiscus campbelli,Mongolian Hairy-footed Hamster,Rodentia,Cricetidae,,none
Cricetiscus sungorus,Siberian Hairy-footed Hamster,Rodentia,Cricetidae,,none
Phodopus roborovskii,Desert Hamster,Rodentia,Cricetidae,,none
Urocricetus kamensis,Satunin's Tibetan Hamster,Rodentia,Cricetidae,,none
Urocricetus lama,Ladakh Tibetan Hamster,Rodentia,Cricetidae,,none
Baiomys brunneus,Southern Pygmy Mouse,Rodentia,Cricetidae,,none
Baiomys musculus,Mexican Pygmy Mouse,Rodentia,Cricetidae,,none
Baiomys taylori,Northern Pygmy Mouse,Rodentia,Cricetidae,,none
Scotinomys teguina,Short-tailed Singing Mouse,Rodentia,Cricetidae,,none
Scotinomys xerampelinus,Long-tailed Singing Mouse,Rodentia,Cricetidae,,none
Nelsonia goldmani,Goldman's Diminutive Woodrat,Rodentia,Cricetidae,,none
Nelsonia neotomodon,Western Diminutive Woodrat,Rodentia,Cricetidae,,none
Hodomys alleni,Allen's Woodrat,Rodentia,Cricetidae,,none
Neotoma albigula,White-throated Woodrat,Rodentia,Cricetidae,,none
Neotoma angustapalata,Tamaulipan Woodrat,Rodentia,Cricetidae,,none
Neotoma bryanti,Western Desert Woodrat,Rodentia,Cricetidae,,none
Neotoma chrysomelas,Nicaraguan Woodrat,Rodentia,Cricetidae,,none
Neotoma cinerea,Bushy-tailed Woodrat,Rodentia,Cricetidae,Neotoma cinerea_Bushy-tailed Woodrat,exact
Neotoma devia,Southeastern Desert Woodrat,Rodentia,Cricetidae,,none
Neotoma ferruginea,Ferruginous Woodrat,Rodentia,Cricetidae,,none
Neotoma floridana,Eastern Woodrat,Rodentia,Cricetidae,,none
Neotoma fuscipes,Northern Dusky-footed Woodrat,Rodentia,Cricetidae,Neotoma fuscipes_Dusky-footed Woodrat,exact
Neotoma goldmani,Goldman's Woodrat,Rodentia,Cricetidae,,none
Neotoma insularis,Angel de la Guarda Woodrat,Rodentia,Cricetidae,,none
Neotoma lepida,Central Desert Woodrat,Rodentia,Cricetidae,,none
Neotoma leucodon,White-toothed Woodrat,Rodentia,Cricetidae,,none
Neotoma macrotis,Southern Dusky-footed Woodrat,Rodentia,Cricetidae,Neotoma macrotis_Big-eared Woodrat,exact
Neotoma magister,Allegheny Woodrat,Rodentia,Cricetidae,,none
Neotoma melanura,Black-tailed Woodrat,Rodentia,Cricetidae,,none
Neotoma mexicana,Mexican Woodrat,Rodentia,Cricetidae,,none
Neotoma micropus,Southern Plains Woodrat,Rodentia,Cricetidae,,none
Neotoma nelsoni,Nelson's Woodrat,Rodentia,Cricetidae,,none
Neotoma palatina,Bolaños Woodrat,Rodentia,Cricetidae,,none
Neotoma phenax,Sonoran Woodrat,Rodentia,Cricetidae,,none
Neotoma picta,Painted Woodrat,Rodentia,Cricetidae,,none
Neotoma stephensi,Stephens's Woodrat,Rodentia,Cricetidae,,none
Xenomys nelsoni,Magdalena Woodrat,Rodentia,Cricetidae,,none
Ochrotomys nuttalli,Golden Mouse,Rodentia,Cricetidae,,none
Onychomys arenicola,Chihuahuan Grasshopper Mouse,Rodentia,Cricetidae,,none
Onychomys leucogaster,Northern Grasshopper Mouse,Rodentia,Cricetidae,,none
Onychomys torridus,Southern Grasshopper Mouse,Rodentia,Cricetidae,,none
Habromys chinanteco,Chinanteco Deermouse,Rodentia,Cricetidae,,none
Habromys delicatulus,Delicate Deermouse,Rodentia,Cricetidae,,none
Habromys ixtlani,Ixtlán Deermouse,Rodentia,Cricetidae,,none
Habromys lepturus,Zempoaltepec Deermouse,Rodentia,Cricetidae,,none
Habromys lophurus,Crested-tailed Deermouse,Rodentia,Cricetidae,,none
Habromys schmidlyi,Schmidly's Deermouse,Rodentia,Cricetidae,,none
Habromys simulatus,Xico Deermouse,Rodentia,Cricetidae,,none
Megadontomys cryophilus,Oaxacan Big-toothed Deermouse,Rodentia,Cricetidae,,none
Megadontomys nelsoni,Nelson's Big-toothed Deermouse,Rodentia,Cricetidae,,none
Megadontomys thomasi,Thomas's Big-toothed Deermouse,Rodentia,Cricetidae,,none
Neotomodon alstoni,Volcano Deermouse,Rodentia,Cricetidae,,none
Osgoodomys banderanus,Osgood's Deermouse,Rodentia,Cricetidae,,none
Peromyscus amplus,Oaxacan Rock Deermouse,Rodentia,Cricetidae,,none
Peromyscus angelensis,Puerto Angel Deermouse,Rodentia,Cricetidae,,none
Peromyscus attwateri,Texas Deermouse,Rodentia,Cricetidae,,none
Peromyscus avius,Cerralvo Island Deermouse,Rodentia,Cricetidae,,none
Peromyscus aztecus,Aztec Deermouse,Rodentia,Cricetidae,,none
Peromyscus bakeri,Baker's Deermouse,Rodentia,Cricetidae,,none
Peromyscus beatae,Orizaba Deermouse,Rodentia,Cricetidae,,none
Peromyscus boylii,Brush Deermouse,Rodentia,Cricetidae,,none
Peromyscus bullatus,Perote Deermouse,Rodentia,Cricetidae,,none
Peromyscus californicus,California Deermouse,Rodentia,Cricetidae,,none
Peromyscus caniceps,Monserrat Island Deermouse,Rodentia,Cricetidae,,none
Peromyscus carletoni,Carleton's Deermouse,Rodentia,Cricetidae,,none
Peromyscus carminensis,Maderas del Carmen Rock Deermouse,Rodentia,Cricetidae,,none
Peromyscus carolpattonae,Carol Patton's Deermouse,Rodentia,Cricetidae,,none
Peromyscus chrysopus,Jalisco Deermouse,Rodentia,Cricetidae,,none
Peromyscus collinus,Tamaulipas White-ankled Deermouse,Rodentia,Cricetidae,,none
Peromyscus cordillerae,Cordillera Deermouse,Rodentia,Cricetidae,,none
Peromyscus crinitus,Canyon Deermouse,Rodentia,Cricetidae,,none
Peromyscus dickeyi,Dickey's Deermouse,Rodentia,Cricetidae,,none
Peromyscus difficilis,Southern Rock Deermouse,Rodentia,Cricetidae,,none
Peromyscus ensinki,Ensink's Deermouse,Rodentia,Cricetidae,,none
Peromyscus eremicus,Cactus Deermouse,Rodentia,Cricetidae,,none
Peromyscus eva,Southern Baja Deermouse,Rodentia,Cricetidae,,none
Peromyscus felipensis,San Felipe Rock Deermouse,Rodentia,Cricetidae,,none
Peromyscus fraterculus,Northern Baja Deermouse,Rodentia,Cricetidae,,none
Peromyscus furvus,Blackish Deermouse,Rodentia,Cricetidae,,none
Peromyscus gambelii,Gambel's Deermouse,Rodentia,Cricetidae,,none
Peromyscus gardneri,Gardner's Deermouse,Rodentia,Cricetidae,,none
Peromyscus gossypinus,Cotton Deermouse,Rodentia,Cricetidae,Peromyscus gossypinus_Cotton Mouse,exact
Peromyscus grandis,Large Deermouse,Rodentia,Cricetidae,,none
Peromyscus gratus,Saxicoline Deermouse,Rodentia,Cricetidae,,none
Peromyscus greenbaumi,Greenbaum's Deermouse,Rodentia,Cricetidae,,none
Peromyscus guardia,La Guarda Deermouse,Rodentia,Cricetidae,,none
Peromyscus guatemalensis,Guatemalan Deermouse,Rodentia,Cricetidae,,none
Peromyscus gymnotis,Naked-eared Deermouse,Rodentia,Cricetidae,,none
Peromyscus hooperi,Hooper's Deermouse,Rodentia,Cricetidae,,none
Peromyscus hylocetes,Transvolcanic Deermouse,Rodentia,Cricetidae,,none
Peromyscus keeni,Northwestern Deermouse,Rodentia,Cricetidae,,none
Peromyscus kilpatricki,Kilpatrick's Deermouse,Rodentia,Cricetidae,,none
Peromyscus labecula,Southern Deermouse,Rodentia,Cricetidae,,none
Peromyscus laceianus,Northern White-ankled Deermouse,Rodentia,Cricetidae,,none
Peromyscus latirostris,Wide-rostrum Deermouse,Rodentia,Cricetidae,,none
Peromyscus leucopus,White-footed Deermouse,Rodentia,Cricetidae,Peromyscus leucopus_White-footed Mouse,exact
Peromyscus leucurus,Tehuantepec Deermouse,Rodentia,Cricetidae,,none
Peromyscus levipes,Nimble-footed Deermouse,Rodentia,Cricetidae,,none
Peromyscus madrensis,Tres Marías Deermouse,Rodentia,Cricetidae,,none
Peromyscus maniculatus,Eastern Deermouse,Rodentia,Cricetidae,Peromyscus maniculatus_Eastern Deermouse,exact
Peromyscus mayensis,Mayan Deermouse,Rodentia,Cricetidae,,none
Peromyscus megalops,Broad-faced Deermouse,Rodentia,Cricetidae,,none
Peromyscus mekisturus,Puebla Deermouse,Rodentia,Cricetidae,,none
Peromyscus melanocarpus,Black-wristed Deermouse,Rodentia,Cricetidae,,none
Peromyscus melanophrys,Plateau Deermouse,Rodentia,Cricetidae,,none
Peromyscus melanotis,Black-eared Deermouse,Rodentia,Cricetidae,,none
Peromyscus melanurus,Black-tailed Deermouse,Rodentia,Cricetidae,,none
Peromyscus merriami,Merriam's Deermouse,Rodentia,Cricetidae,,none
Peromyscus mexicanus,Mexican Deermouse,Rodentia,Cricetidae,,none
Peromyscus micropus,Small-footed Deermouse,Rodentia,Cricetidae,,none
Peromyscus nasutus,Northern Rock Deermouse,Rodentia,Cricetidae,,none
Peromyscus nicaraguae,Nicaraguan Deermouse,Rodentia,Cricetidae,,none
Peromyscus nudipes,Talamancan Deermouse,Rodentia,Cricetidae,,none
Peromyscus ochraventer,El Carrizo Deermouse,Rodentia,Cricetidae,,none
Peromyscus pectoralis,Southern White-ankled Deermouse,Rodentia,Cricetidae,,none
Peromyscus pembertoni,Pemberton's Deermouse,Rodentia,Cricetidae,,none
Peromyscus perfulvus,Tawny Deermouse,Rodentia,Cricetidae,,none
Peromyscus polionotus,Oldfield Deermouse,Rodentia,Cricetidae,,none
Peromyscus polius,Chihuahuan Deermouse,Rodentia,Cricetidae,,none
Peromyscus purepechus,Purepechus Deermouse,Rodentia,Cricetidae,,none
Peromyscus sagax,Michoacan Deermouse,Rodentia,Cricetidae,,none
Peromyscus salvadorensis,Salvadorean Deermouse,Rodentia,Cricetidae,,none
Peromyscus schmidlyi,Durango Deermouse,Rodentia,Cricetidae,,none
Peromyscus sejugis,Santa Cruz Deermouse,Rodentia,Cricetidae,,none
Peromyscus silvicola,Forest Rock Deermouse,Rodentia,Cricetidae,,none
Peromyscus simulus,Sinaloan Deermouse,Rodentia,Cricetidae,,none
Peromyscus slevini,Catalina Deermouse,Rodentia,Cricetidae,,none
Peromyscus sonoriensis,Western Deermouse,Rodentia,Cricetidae,Peromyscus sonoriensis_Western Deer Mouse,exact
Peromyscus spicilegus,Gleaning Deermouse,Rodentia,Cricetidae,,none
Peromyscus stephani,San Esteban Deermouse,Rodentia,Cricetidae,,none
Peromyscus stirtoni,Stirton's Deermouse,Rodentia,Cricetidae,,none
Peromyscus tehuantepecus,Totontepec Deermouse,Rodentia,Cricetidae,,none
Peromyscus tropicalis,Chimoxan Deermouse,Rodentia,Cricetidae,,none
Peromyscus truei,Pinyon Deermouse,Rodentia,Cricetidae,,none
Peromyscus winkelmanni,Coalcoman Deermouse,Rodentia,Cricetidae,,none
Peromyscus xenurus,Zamora Deermouse,Rodentia,Cricetidae,,none
Peromyscus yucatanicus,Yucatán Deermouse,Rodentia,Cricetidae,,none
Peromyscus zarhynchus,Chiapan Deermouse,Rodentia,Cricetidae,,none
Podomys floridanus,Florida Deermouse,Rodentia,Cricetidae,,none
Isthmomys flavidus,Yellow Deermouse,Rodentia,Cricetidae,,none
Isthmomys pirrensis,Mount Pirre Deermouse,Rodentia,Cricetidae,,none
Reithrodontomys albilabris,Oaxacan Highlands Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys australis,Southern Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys brevirostris,Short-nosed Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys burti,Sonoran Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys cherrii,Costa Rican Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys chrysopsis,Volcano Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys creper,Talamancan Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys darienensis,Darién Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys fulvescens,Fulvous Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys garichensis,Chiriquian Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys gracilis,Slender Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys hirsutus,Hairy Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys humulis,Eastern Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys megalotis,Western Harvest Mouse,Rodentia,Cricetidae,Reithrodontomys megalotis_Western Harvest Mouse,exact
Reithrodontomys mexicanus,Mexican Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys microdon,Small-toothed Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys montanus,Plains Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys musseri,Musser's Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys nerterus,Jalisco Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys paradoxus,Nicaraguan Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys raviventris,Salt-marsh Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys rodriguezi,Rodriguez's Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys spectabilis,Cozumel Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys sumichrasti,Sumichrast's Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys tenuirostris,Narrow-nosed Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys wagneri,Wagner's Harvest Mouse,Rodentia,Cricetidae,,none
Reithrodontomys zacatecae,Zacatecan Harvest Mouse,Rodentia,Cricetidae,,none
Abrothrix andina,Central Andean Soft-haired Mouse,Rodentia,Cricetidae,,none
Abrothrix dolichonyx,North Andean Soft-haired Mouse,Rodentia,Cricetidae,,none
Abrothrix hirta,Hairy Soft-haired Mouse,Rodentia,Cricetidae,,none
Abrothrix illutea,Gray Soft-haired Mouse,Rodentia,Cricetidae,,none
Abrothrix jelskii,Ornate Soft-haired Mouse,Rodentia,Cricetidae,,none
Abrothrix lanosa,Woolly Soft-haired Mouse,Rodentia,Cricetidae,,none
Abrothrix longipilis,Long-haired Soft-haired Mouse,Rodentia,Cricetidae,,none
Abrothrix manni,Mann's Soft-haired Mouse,Rodentia,Cricetidae,,none
Abrothrix olivacea,Olive Soft-haired Mouse,Rodentia,Cricetidae,,none
Abrothrix sanborni,Sanborn's Soft-haired Mouse,Rodentia,Cricetidae,,none
Chelemys megalonyx,Chilean Long-clawed Mouse,Rodentia,Cricetidae,,none
Geoxus annectens,Large Long-clawed Mouse,Rodentia,Cricetidae,,none
Geoxus lafkenche,Guafo Island Long-clawed Mouse,Rodentia,Cricetidae,,none
Geoxus michaelseni,Michaelsen's Long-clawed Mouse,Rodentia,Cricetidae,,none
Geoxus valdivianus,Valdivian Long-clawed Mouse,Rodentia,Cricetidae,,none
Notiomys edwardsii,Edwards's Long-clawed Mouse,Rodentia,Cricetidae,,none
Paynomys macronyx,Andean Long-clawed Mouse,Rodentia,Cricetidae,,none
Abrawayaomys ruschii,Ruschi's Spiny Mouse,Rodentia,Cricetidae,,none
Akodon aerosus,Yungas Grass Mouse,Rodentia,Cricetidae,,none
Akodon affinis,Colombian Grass Mouse,Rodentia,Cricetidae,,none
Akodon albiventer,White-bellied Grass Mouse,Rodentia,Cricetidae,,none
Akodon azarae,Azara's Grass Mouse,Rodentia,Cricetidae,,none
Akodon baliolus,Dark Grass Mouse,Rodentia,Cricetidae,,none
Akodon boliviensis,Bolivian Grass Mouse,Rodentia,Cricetidae,,none
Akodon budini,Budin's Grass Mouse,Rodentia,Cricetidae,,none
Akodon caenosus,Unicolored Grass Mouse,Rodentia,Cricetidae,,none
Akodon cursor,Cursorial Grass Mouse,Rodentia,Cricetidae,,none
Akodon dayi,Day's Grass Mouse,Rodentia,Cricetidae,,none
Akodon diauarum,Diauarum Grass Mouse,Rodentia,Cricetidae,,none
Akodon dolores,Dolores Grass Mouse,Rodentia,Cricetidae,,none
Akodon fumeus,Smoky Grass Mouse,Rodentia,Cricetidae,,none
Akodon iniscatus,Intelligent Grass Mouse,Rodentia,Cricetidae,,none
Akodon josemariarguedasi,Arguedas's Grass Mouse,Rodentia,Cricetidae,,none
Akodon juninensis,Junin Grass Mouse,Rodentia,Cricetidae,,none
Akodon kadiweu,Kadiwéu Grass Mouse,Rodentia,Cricetidae,,none
Akodon kofordi,Koford's Grass Mouse,Rodentia,Cricetidae,,none
Akodon kotosh,Kotosh Grass Mouse,Rodentia,Cricetidae,,none
Akodon lindberghi,Lindbergh's Grass Mouse,Rodentia,Cricetidae,,none
Akodon lutescens,Altiplano Grass Mouse,Rodentia,Cricetidae,,none
Akodon mimus,Thespian Grass Mouse,Rodentia,Cricetidae,,none
Akodon mollis,Soft-furred Grass Mouse,Rodentia,Cricetidae,,none
Akodon montensis,Montane Grass Mouse,Rodentia,Cricetidae,,none
Akodon mystax,Caparao Grass Mouse,Rodentia,Cricetidae,,none
Akodon oenos,Monte Grass Mouse,Rodentia,Cricetidae,,none
Akodon orophilus,El Dorado Grass Mouse,Rodentia,Cricetidae,,none
Akodon paranaensis,Paraná Grass Mouse,Rodentia,Cricetidae,,none
Akodon pervalens,Tarija Grass Mouse,Rodentia,Cricetidae,,none
Akodon philipmyersi,Philip Myers's Grass Mouse,Rodentia,Cricetidae,,none
Akodon polopi,Polop's Grass Mouse,Rodentia,Cricetidae,,none
Akodon reigi,Reig's Grass Mouse,Rodentia,Cricetidae,,none
Akodon sanctipaulensis,Sao Paulo Grass Mouse,Rodentia,Cricetidae,,none
