scientific,common,order,family,tol_name,tol_how,birdnet_label,birdnet_how
Lepidocolaptes leucogaster,White-striped Woodcreeper,Passeriformes,Furnariidae,Lepidocolaptes leucogaster,exact,Lepidocolaptes leucogaster_White-striped Woodcreeper,exact
Lepidocolaptes affinis,Spot-crowned Woodcreeper,Passeriformes,Furnariidae,Lepidocolaptes affinis,exact,Lepidocolaptes affinis_Spot-crowned Woodcreeper,exact
Lepidocolaptes lacrymiger,Montane Woodcreeper,Passeriformes,Furnariidae,Lepidocolaptes lacrymiger,exact,Lepidocolaptes lacrymiger_Montane Woodcreeper,exact
Lepidocolaptes squamatus,Scaled Woodcreeper,Passeriformes,Furnariidae,Lepidocolaptes squamatus,exact,Lepidocolaptes squamatus_Scaled Woodcreeper,exact
Lepidocolaptes falcinellus,Scalloped Woodcreeper,Passeriformes,Furnariidae,Lepidocolaptes falcinellus,exact,Lepidocolaptes falcinellus_Scalloped Woodcreeper,exact
Lepidocolaptes duidae,Duida Woodcreeper,Passeriformes,Furnariidae,Lepidocolaptes duidae,exact,Lepidocolaptes duidae_Duida Woodcreeper,exact
Lepidocolaptes albolineatus,Guianan Woodcreeper,Passeriformes,Furnariidae,Lepidocolaptes albolineatus,exact,Lepidocolaptes albolineatus_Guianan Woodcreeper,exact
Lepidocolaptes fatimalimae,Inambari Woodcreeper,Passeriformes,Furnariidae,Lepidocolaptes fatimalimae,exact,Lepidocolaptes fatimalimae_Inambari Woodcreeper,exact
Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper,Passeriformes,Furnariidae,,none,Lepidocolaptes fuscicapillus_Dusky-capped Woodcreeper,exact
Xenops tenuirostris,Slender-billed Xenops,Passeriformes,Furnariidae,Xenops tenuirostris,exact,Xenops tenuirostris_Slender-billed Xenops,exact
Xenops mexicanus,Northern Plain Xenops,Passeriformes,Furnariidae,,none,Xenops mexicanus_Northern Plain Xenops,exact
Xenops genibarbis,Amazonian Plain Xenops,Passeriformes,Furnariidae,Xenops genibarbis,exact,Xenops genibarbis_Amazonian Plain Xenops,exact
Xenops minutus,Atlantic Plain Xenops,Passeriformes,Furnariidae,Xenops minutus,exact,Xenops minutus_Atlantic Plain Xenops,exact
Xenops rutilans,Streaked Xenops,Passeriformes,Furnariidae,Xenops rutilans,exact,Xenops rutilans_Streaked Xenops,exact
Berlepschia rikeri,Point-tailed Palmcreeper,Passeriformes,Furnariidae,Berlepschia rikeri,exact,Berlepschia rikeri_Point-tailed Palmcreeper,exact
Microxenops milleri,Rufous-tailed Xenops,Passeriformes,Furnariidae,,none,Microxenops milleri_Rufous-tailed Xenops,exact
Pygarrhichas albogularis,White-throated Treerunner,Passeriformes,Furnariidae,Pygarrhichas albogularis,exact,Pygarrhichas albogularis_White-throated Treerunner,exact
Ochetorhynchus andaecola,Rock Earthcreeper,Passeriformes,Furnariidae,,none,Ochetorhynchus andaecola_Rock Earthcreeper,exact
